Id,SalePrice
1461,138302.19298589008
1462,198214.05948377398
1463,193078.620162685
1464,198917.64180570314
1465,177948.0570862209
1466,172312.42079537635
1467,201595.65993735453
1468,161995.00996131497
1469,189670.24533056258
1470,115856.4298330742
1471,209114.3428290285
1472,97509.00213758892
1473,105015.32155461377
1474,150800.52982270042
1475,104776.34279830345
1476,351974.721448209
1477,246055.3031352295
1478,287635.04777714674
1479,287314.1619861142
1480,455271.3922832239
1481,340619.59659076313
1482,215451.43444920244
1483,179788.19765985594
1484,159165.00955840663
1485,164211.04150568924
1486,193536.53855998148
1487,310764.51596092095
1488,254030.86299981258
1489,195402.23176748335
1490,214618.1554387427
1491,197157.64639884612
1492,102839.8896676035
1493,196785.60521248213
1494,277921.38878596056
1495,287179.99082751514
1496,229810.24481002594
1497,186333.6798976704
1498,165343.22096323883
1499,144059.60295580007
1500,160879.88811896596
1501,174829.37899011179
1502,144907.52135222478
1503,318058.2592903633
1504,229914.56213599563
1505,216387.20315904322
1506,169109.9235585537
1507,263818.39309916215
1508,210294.43800683887
1509,165069.78011681404
1510,140773.27090487996
1511,129730.72563050174
1512,181011.28095539063
1513,143046.48169371585
1514,170838.2047007949
1515,214081.66453109353
1516,179163.99129458264
1517,180901.39420580966
1518,120744.9092011298
1519,220143.19651623844
1520,134462.15944353747
1521,132899.03798824325
1522,171421.50877748427
1523,105978.25614566899
1524,129615.30851560656
1525,130409.31094955622
1526,115577.95880565632
1527,108789.54802445996
1528,146751.99721466875
1529,140943.33860394245
1530,163064.77474521266
1531,114213.61557085834
1532,103793.55180009178
1533,151527.81426929508
1534,127415.12924522258
1535,180955.84756553266
1536,131180.05155268937
1537,72532.27298699933
1538,184641.10822701265
1539,190398.79332508123
1540,122640.08481630971
1541,142017.3179301645
1542,149572.93585256042
1543,209397.24473800696
1544,93102.48880971677
1545,106588.4259219869
1546,137481.99399509936
1547,146436.40204242436
1548,139794.2613868581
1549,117967.77536930684
1550,122745.60723108888
1551,118637.58488360899
1552,153944.10034139975
1553,173348.32309846533
1554,111109.66189939501
1555,162189.81473496417
1556,93768.09539732033
1557,95641.28379291375
1558,98410.13592886382
1559,124769.07655401382
1560,129910.46442956774
1561,141627.24050095066
1562,130537.5468753976
1563,110791.47834219037
1564,163250.84762982096
1565,148270.0832661261
1566,253722.02163413828
1567,74165.0192699624
1568,212415.2870595325
1569,167429.46341280726
1570,135673.57547369337
1571,131430.3725175596
1572,145926.37688747706
1573,274716.3408232267
1574,108593.74185326126
1575,242601.63066290485
1576,229172.27672042078
1577,190685.01151368863
1578,131865.3191214967
1579,148731.86766893737
1580,199998.77651151278
1581,164321.893324331
1582,124540.09720089553
1583,344401.3492180645
1584,218602.36754064396
1585,140604.37447883087
1586,81965.22644779629
1587,106619.86472564099
1588,155017.12080071092
1589,115258.48472048288
1590,137327.7318583187
1591,89099.17713412202
1592,142937.51885097503
1593,134366.30151353657
1594,115557.6768499188
1595,88464.13072304043
1596,167819.47385247558
1597,169810.31873250025
1598,183523.1391098811
1599,165628.68950222226
1600,166420.62571154605
1601,70469.34641233261
1602,130414.45108921474
1603,107554.87475732678
1604,244240.00238287682
1605,258678.08023136004
1606,162437.34352793908
1607,155600.580110415
1608,215273.33900757288
1609,184431.924676653
1610,158226.72562326593
1611,138789.62545388262
1612,170819.72615034663
1613,170957.06975020323
1614,146521.69208259988
1615,91704.93080244274
1616,77267.0664809104
1617,108013.84362661793
1618,123331.00690078888
1619,140128.9397652065
1620,174813.92083815543
1621,153315.38491773413
1622,164497.33413798106
1623,206964.57918365265
1624,222162.02282678182
1625,112496.07121427797
1626,154226.10113779767
1627,196780.96138473242
1628,278938.1740081012
1629,165000.92027395623
1630,392454.6281448083
1631,212744.40070906832
1632,245018.59008246718
1633,163095.47730571395
1634,183802.43815779276
1635,176126.42112163728
1636,149991.2564173645
1637,199256.36039826644
1638,205717.77951058839
1639,181931.25697058576
1640,267953.78118104907
1641,175241.09920852294
1642,222942.66887316387
1643,214226.00262989037
1644,210996.18069174985
1645,178707.9566179928
1646,156281.94458664965
1647,155334.16301181493
1648,127127.38204872135
1649,139582.88775087852
1650,128020.8934900753
1651,126890.30678428929
1652,97821.09644811357
1653,116002.45419845356
1654,143351.91950231415
1655,146126.36109132305
1656,140647.48139962644
1657,144254.1892578194
1658,142043.76253605733
1659,115055.25629780299
1660,147138.98740360572
1661,471842.8932583179
1662,415264.3480788992
1663,375801.4999090565
1664,574974.3549640796
1665,287175.3753245761
1666,326633.4904936739
1667,334921.78302506026
1668,320081.5126299268
1669,309672.34807150834
1670,336567.7671780052
1671,266169.5486608148
1672,441764.340166922
1673,307688.1305614741
1674,250547.119735104
1675,198476.3407923898
1676,200210.54752731088
1677,229313.46945365565
1678,539920.6615954518
1679,392245.01283858495
1680,332921.04698600067
1681,242742.5764281741
1682,302567.45887841634
1683,181869.1082804687
1684,173873.70022042183
1685,168971.11277450222
1686,167425.5684936213
1687,160497.20009314205
1688,192007.02455367724
1689,187622.52102852566
1690,189567.7023078537
1691,179618.8163471883
1692,248812.03131344373
1693,158967.8390524231
1694,178708.10069552704
1695,158431.9038749402
1696,281298.0227741414
1697,167861.50533015907
1698,368313.83080996457
1699,260269.9637792205
1700,257099.62218127688
1701,266546.45516639395
1702,254628.17959250466
1703,261798.1962815379
1704,298573.86199693696
1705,221005.45132456347
1706,505273.9039906527
1707,194943.32097600374
1708,197558.50539542516
1709,255121.6962955551
1710,226966.134481058
1711,261226.62338265628
1712,253787.6147924765
1713,270935.98012052826
1714,198803.95543852015
1715,205898.8941182984
1716,183468.09577501105
1717,165826.6712469937
1718,121433.8883187776
1719,201081.12687131716
1720,211460.6100114841
1721,168802.64855395586
1722,120528.25744067044
1723,164607.580650898
1724,218446.4875219717
1725,233866.98098459953
1726,165577.45458139392
1727,157352.30519539813
1728,168836.0316772963
1729,170093.66973690462
1730,171558.43572826212
1731,122374.23883722602
1732,131300.44855975683
1733,112356.41805954638
1734,120004.87594096386
1735,134405.6499306753
1736,118677.66263289339
1737,242046.9875967346
1738,249771.6156366294
1739,227533.75508637217
1740,201281.20684726103
1741,188827.35144096825
1742,175023.43469804243
1743,178094.513223931
1744,225040.77053519856
1745,191877.0696138079
1746,195626.57823591953
1747,222716.81831811927
1748,242907.8022519235
1749,148705.53688795667
1750,142817.73764822164
1751,227471.47961580948
1752,118705.0439260748
1753,143408.26749386563
1754,220198.02284058908
1755,162028.3087510952
1756,150847.72907452247
1757,121968.60239896581
1758,129230.30366549945
1759,171178.35011592144
1760,171163.4039061079
1761,154109.0547854071
1762,176432.35558568066
1763,159921.2530653431
1764,127728.52808632761
1765,185126.82193268277
1766,182323.82622352324
1767,243563.63748876392
1768,140954.35645175513
1769,181801.48945722825
1770,147357.8666688913
1771,125289.82157855139
1772,132076.17396632326
1773,135633.46744342093
1774,122368.38622005122
1775,139794.6029273754
1776,124233.85893097632
1777,108489.4518259172
1778,140359.61654578848
1779,115714.09980215921
1780,185509.3686550164
1781,131325.14124076764
1782,82941.17663435516
1783,146000.28443351484
1784,145175.642552095
1785,133235.16935103823
1786,156320.19864362746
1787,132923.6744647914
1788,60380.26044175649
1789,106968.21732166797
1790,69213.80938974884
1791,182842.4949440973
1792,162018.64718598346
1793,131861.47042241055
1794,138272.98684803117
1795,137954.9318785101
1796,123130.28551326912
1797,129435.69601751278
1798,118550.43896055398
1799,117325.66196487617
1800,118865.41530043735
1801,136226.10653698698
1802,139713.549233057
1803,141812.19788745884
1804,147520.24361375716
1805,139918.07249546025
1806,141148.98466710604
1807,146088.39450513187
1808,120561.85490187102
1809,118276.16701526429
1810,133352.48885848204
1811,116638.86976030492
1812,93774.40184210685
1813,131702.68741943047
1814,87855.67612366307
1815,67818.21017340971
1816,97370.19839812568
1817,92338.00689772773
1818,150497.61977761987
1819,110759.61703895546
1820,60083.282107582905
1821,124134.56293824274
1822,153395.96377641175
1823,67750.89043867346
1824,138312.3433976922
1825,127830.82413658992
1826,96773.34566223642
1827,116340.91353039382
1828,160592.22654479262
1829,129349.6602358697
1830,129742.8058927407
1831,171868.04042360262
1832,106914.5817849412
1833,139461.6500816902
1834,121447.24638534094
1835,147612.64761967867
1836,132408.62920030544
1837,173348.32202312857
1838,155430.94612134204
1839,102503.75573067582
1840,173806.89922967873
1841,140572.05932090746
1842,81034.26534926421
1843,137749.09198786184
1844,135001.30639354346
1845,144083.88636187807
1846,150778.07649437783
1847,154968.06200743874
1848,86956.94759920452
1849,150671.72801421362
1850,110022.81884446063
1851,163085.19481446227
1852,118904.06216846735
1853,136051.30677176337
1854,170296.63156152822
1855,150790.09046171623
1856,223564.4196338239
1857,138273.03302384834
1858,146519.2813672536
1859,116434.1625905198
1860,156625.03274866403
1861,116126.06853784272
1862,257149.49877667605
1863,247096.05748680182
1864,247231.65207630573
1865,330570.42931699654
1866,327395.44741962856
1867,233132.67022947423
1868,300433.6177739948
1869,214803.1704700998
1870,242743.34388981876
1871,241167.65978618033
1872,168367.61253545198
1873,230880.31297598063
1874,144222.63170099564
1875,210433.85204538773
1876,203872.05262878936
1877,220384.08336925192
1878,225300.79048455087
1879,128956.99433207244
1880,134943.82322635606
1881,237301.65404935367
1882,245803.6653858785
1883,192158.5027395671
1884,206689.8231750445
1885,265869.0185888639
1886,275856.5666976946
1887,223031.7636869566
1888,292623.4222328518
1889,168105.29185515078
1890,128495.35284173331
1891,146157.7861084609
1892,109740.72874584771
1893,144102.74489706857
1894,144589.22614921458
1895,140007.64453396064
1896,136579.7779766069
1897,122979.6748598236
1898,113742.27844281716
1899,138426.69713995798
1900,173004.90702532267
1901,158511.77292467645
1902,141571.73947636457
1903,203905.032895326
1904,141555.07676521
1905,191876.4303692956
1906,151780.386092128
1907,184330.4659435521
1908,108487.07797046003
1909,127960.71309039093
1910,119151.6297858673
1911,214008.8937062026
1912,271091.31622445025
1913,155516.53967037654
1914,83751.62315211743
1915,303322.91805791424
1916,88266.04750557734
1917,240561.52810813257
1918,140074.50601202855
1919,154579.1179664381
1920,172893.00895753544
1921,408051.7187912544
1922,312773.1857416465
1923,225391.3166673405
1924,233786.79010446425
1925,210226.9987752362
1926,409611.8179020004
1927,138663.5148694927
1928,151050.2579091938
1929,125970.02247303659
1930,134419.38372528512
1931,136659.3626003962
1932,150609.09524283517
1933,197238.3798873469
1934,189274.854345818
1935,175260.11840544068
1936,195957.99401187006
1937,184304.88941450525
1938,168088.65331615804
1939,254779.32745414504
1940,176812.5471653638
1941,177671.19627205303
1942,190928.53674115738
1943,196654.18887778488
1944,302902.90542575245
1945,399828.07530106814
1946,156101.69701106218
1947,314983.1894350888
1948,164617.24356253905
1949,258963.28812596682
1950,191929.17268727967
1951,233654.9632431465
1952,195688.25915071176
1953,176470.7424225473
1954,199273.05823657569
1955,142418.79180391686
1956,295102.36765376525
1957,159554.84070639944
1958,282845.7497437713
1959,151379.48583000383
1960,117213.09789406201
1961,119352.25885846876
1962,101895.31542030082
1963,115115.76719765014
